Medium,Datum,Titel,URL,Inhalt,Kurzkommentar
NDR Podcast,17.03.2026,Trump - Allein in der NATO (mit Lennart Bannholzer),"https://www.ndr.de/nachrichten/info/trump-allein-in-der-nato-mit-lennart-bannholzer,audio-447362.html","Das ist nicht unser Krieg, sagen die Europäer an die Adresse von Donald Trump. Vehement hatte der US-Präsident die NATO zur Unterstützung für die Sicherung der Straße von Hormus aufgefordert – doch kaum jemand ist bereit, da mitzugehen. Aber sollte die Absicherung der für die Weltwirtschaft so wichtigen Straße von Hormus nicht auch im Interesse der Europäer und der Exportnation Deutschland sein? Das beleuchten Astrid Corall und Kai Küstner in dieser Folge. Kai erklärt, warum Artikel 5 des NATO-Vertrags nicht zum Tragen kommt und wie (un)abhängig die Europäer von der Straße von Hormus sind und wie risikoreich eine Eskorte für Handelsschiffe wäre. Im Iran sind israelischen Angaben zufolge der Sicherheitschef und der Anführer einer paramilitärischen Miliz getötet wurden. Neben den aktuellen Entwicklungen im Nahen Osten geht es in dieser Folge auch um den Zusammenhang mit dem Krieg gegen die Ukraine und um Russland, das weiterhin nicht bereit zu sein scheint, die Kampfhandlungen und Luftangriffe zu beenden. Vor dem Hintergrund des russischen Angriffskrieges stellt sich immer wieder die Frage: Wie ist Deutschland eigentlich auf den Ernstfall, auf eine militärische Konfrontation, vorbereitet? Diesem Thema widmen sich Astrid Corall und Lennart Bannholzer im Schwerpunkt dieser Ausgabe. Lennart erklärt, was hinter dem sogenannten Operationsplan Deutschland steckt, wie die Bundeswehr die Bedrohungslage einschätzt und was jeder selbst tun kann, um sich Ernstfall zu schützen. Lob und Kritik, alles bitte per Mail an streitkraefte@ndr.de Selenskij erklärt, Russland versorge den Iran mit Drohnen: https://edition.cnn.com/2026/03/15/world/video/gps-0315-zelensky-on-iran-drones Alle Folgen von “Streitkräfte und Strategien”: https://www.ndr.de/nachrichten/info/podcast2998.html NDR Story in der ARD-Mediathek: https://www.ndr.de/fernsehen/sendungen/ndrstory/verteidigung-vor-der-haustuer-was-passiert-im-ernstfall,sendung-53410.html",
ORF News,19.03.2026,OECD stellt Österreich Zeugnis aus,https://orf.at/stories/3424218/,"Vor mehreren Ministerinnen und Ministern wird am Donnerstag der neue OECD-Wirtschaftsbericht für Österreich präsentiert. Nach zwei Jahren mit rückläufiger Wirtschaftsleistung gab es 2025 wieder eine leichte Konjunkturerholung, der Krieg in Nahost droht das Wachstum nun aber zu verlangsamen und die Inflation anzuheizen. Das Budgetdefizit soll bis 2028 in die von der EU erlaubte Dreiprozentzone zurückkehren.",
NDR Podcast,27.01.2026,Frieden nur ein ferner Traum? (mit Alex Drost),"https://www.ndr.de/nachrichten/info/frieden-nur-ein-ferner-traum-mit-alex-drost,audio-399010.html","Unter Vermittlung der USA haben sich Ukrainer und Russen in Abu Dhabi getroffen. Über die Verhandlungen und welche positiven Signale davon ausgehen, berichtet Kai Küstner. Er sagt aber auch: Von einem handfesten Ergebnis im russischen Angriffskrieg gegen die Ukraine sind wir nach wie vor meilenweit entfernt. Unter anderem, weil Russland die Frage über Territorien als einen der Haupt-Streitpunkte identifiziert hat, so erhebt der Kreml weiter Anspruch auf den Donbass. Im Podcast beleuchten die Hosts auch Trumps neue Nationale Verteidigungsstrategie. Die Europäer, analysiert Stefan Niemann, könnten mit der neuen Strategie nun zum zweiten Mal schwarz auf weiß lesen, dass sie mehr auf sich gestellt sein werden. Der Blick der USA richtet sich in dem Papier vor allem auf China. Aussagen von US-Präsident Trump über die Rolle der NATO-Verbündeten in Afghanistan haben bei den Europäern einen Sturm der Entrüstung ausgelöst. Weitere Themen im Podcast: das Freihandelsabkommen der EU mit Indien und die aktuelle Lage in der Ukraine, wo Russland seine Angriffe auf die Energie-Infrastruktur und die Zivilbevölkerung gnadenlos fortsetzt. Mit der Frage, wie die deutsche Wirtschaft auf einen Konfliktfall vorbereitet ist, beschäftigt sich Alex Drost im Gespräch mit Host Stefan Niemann. Jedes Unternehmen müsse anders vorsorgen, um durch eine mögliche Krise durchzukommen. Außerdem geht es um die Fragen, wie Firmen sich darauf vorbereiten können, falls Mitarbeiter von den Streitkräften eingezogen werden oder wie sie die Energieversorgung sicherstellen können. Lob und Kritik, alles bitte per Mail an streitkraefte@ndr.de Neue US-Verteidigungsstrategie https://media.defense.gov/2026/Jan/23/2003864773/-1/-1/0/2026-NATIONAL-DEFENSE-STRATEGY.PDF Alle Folgen von “Streitkräfte und Strategien” https://www.ndr.de/nachrichten/info/podcast2998.html Podcast-Tipp: Weltspiegel-Podcast “Trumps neue Welt Kuba soll fallen” https://www.ardaudiothek.de/episode/urn:ard:episode:b4c34f82245583fa/ Podcast-Tipp: “Freiheit Deluxe” mit Gast Herfried Münkler https://1.ard.de/FreiheitDeluxe_Herfried_Muenkler?ndr",
ORF News,20.03.2026,Hassnetzwerk auf Instagram aufgedeckt,https://orf.at/stories/3423979/,"In den Kommentarspalten der Zeit im Bild auf Instagram schreiben nicht nur Menschen. Dort findet man auch ganze Armeen an ferngesteuerten Accounts, Bots genannt. Eine große Analyse von mehr als sechs Millionen Kommentaren durch ORF defacto zeigt, wie koordiniert diese Bots vorgehen und welche Strategien sie verfolgen. Dabei kam auch eine antisemitische Kampagne ans Tageslicht.",
NDR Podcast,23.01.2026,Eiseskälte in Kiew (mit Denis Trubetskoy),"https://www.ndr.de/nachrichten/info/eiseskaelte-in-kiew-mit-denis-trubetskoy,audio-395778.html","“Dieser Kriegswinter ist der bisher härteste”, sagt Denis Trubetskoy. Der ukrainische Journalist schildert im Interview mit Host Anna Engelke die Situation in Kiew, wo die Menschen bei eiskalten Temperaturen stundenlang ohne Strom und Heizung auskommen müssen. Denn Russland greift immer wieder die Energie-Infrastruktur der Ukraine an. Ein Problem sei, so Trubetskoy, dass Russland die Drohnenproduktion massiv erhöht hat. Der politische Journalist spricht auch über seine Erwartungen an die Gespräche zwischen Vertretern Russlands, der Ukraine und den USA. Er glaubt nicht, dass es bald zum Frieden kommt. Außerdem blickt er auf die Europäer, denen Ukraines Präsident Wolodymyr Selenskyj beim Weltwirtschaftsforum in Davos zu wenig Unterstützung vorgeworfen hatte. Beim Treffen in der Schweiz standen vor allem US-Präsident Trump und Grönland im Mittelpunkt. Astrid Corall fasst zusammen, was in den vergangenen Tagen in der Schweiz passiert ist. Sie beleuchtet die Kehrtwende von Trump. Der US-Präsident will doch keine Strafzölle gegen europäische Länder erheben und hat sich mit NATO-Generalsekretär Rutte mit Blick auf Grönland auf den Rahmen für eine künftige Vereinbarung geeinigt. Die Europäer haben bei einem Sondergipfel in Brüssel über die aktuellen Entwicklungen beraten und diskutiert, welche Lehren aus dem jüngsten Streit mit den USA zu ziehen sind. Lob und Kritik, alles bitte per Mail an streitkraefte@ndr.de Rede von Mark Carney, Premierminister von Kanada, beim WEF in Davos https://www.ardmediathek.de/video/phoenix-vor-ort/phoenix/Y3JpZDovL3Bob2VuaXguZGUvNTE2ODE4OQ Ukraine-Gespräche in Abu Dhabi https://www.tagesschau.de/ausland/europa/verhandlungen-ukraine-abu-dhabi-100.html Streit um Grönland https://www.tagesschau.de/ausland/europa/daenemark-groenland-rote-linien-100.html Interview mit Denis Trubetskoy https://www.ndr.de/nachrichten/info/audio-395694.html Alle Folgen von “Streitkräfte und Strategien” https://www.ndr.de/nachrichten/info/podcast2998.html Podcast-Tipp: ARD Klima Update https://www.ardaudiothek.de/sendung/urn:ard:show:71acd059ed116dc2/",
ORF News,20.03.2026,Teurere Lebensmittel nur Frage der Zeit,https://orf.at/stories/3424421/,"Die steigenden Energiepreise sind längst nicht mehr das einzige Inflationsrisiko im Zuge des Krieges in Nahost. Auch Lebensmittel könnten weltweit teurer werden. Grund sind höhere Erzeugungs- und Transportkosten, zudem steigen die Preise für Dünger: Ein Drittel des globalen Handels mit Düngemitteln läuft normalerweise durch die Straße von Hormus, die seit Kriegsbeginn für die Schifffahrt faktisch blockiert ist.",
NDR Podcast,20.03.2026,Der hohe Preis der Kriege (mit Moritz Brake),"https://www.ndr.de/nachrichten/info/der-hohe-preis-der-kriege-mit-moritz-brake,audio-450984.html","Kriege können extrem teuer werden, vor allem wenn sie sich hinziehen und sich zu regelrechten Materialschlachten entwickeln. Und so wird der Kampf ums Geld ein wichtiger Faktor. Die Kriegskosten sorgen für Kopfzerbrechen: ob in der Ukraine, im Nahen Osten oder in den USA. Das beleuchten Anna Engelke und Stefan Niemann in der heutigen Folge. Stefan erläutert, inwiefern die Finanzierung der Angriffe auf den Iran aktuell für Wirbel in Washington sorgt. Dort mehren sich die Zweifel, dass die Kriegsziele der Israelis und der USA dieselben sind. Auch in Kiew und Brüssel bestimmen die Kriegskosten die Agenda, wo es beim EU-Gipfel um den durch Ungarn und die Slowakei blockierten 90 Milliarden-Euro-Kredit geht. Stefan beleuchtet die Rolle Ungarns und Orbans Blockade-Haltung kurz vor den Parlamentswahlen in seinem Land. Im Schwerpunkt dieser Ausgabe spricht Anna Engelke mit Moritz Brake über die vom Iran für die meisten Schiffe blockierte Straße von Hormus. Der Reserveoffizier der deutschen Marine und Experte für maritime Angelegenheiten bezeichnet die Meerenge als „geopolitisches Faustpfand“ des Iran, der diese auch mit einfachsten Mitteln blockieren könne – um damit Druck vor allem auf die Region, aber auch auf Europa und die USA aufzubauen. Zu den besonderen Gefahren in der Straße von Hormus zählen Minen und Schnellboote. Aus Sicht Brakes ist eine Vorbedingung für einen Einsatz europäischer Marinen in der Region, dass der Krieg beendet ist. Denn im Moment würde man nicht nur den Verlust von Kriegsschiffen riskieren, sondern auch das Leben von Soldaten aufs Spiel setzen und militärische Ressourcen einsetzen, von denen man ohnehin zu wenige habe. Brake spricht auch darüber, wie Deutschland die Golfstaaten in der jetzigen Situation unterstützen kann und welche Lehren sich aus dem Krieg im Nahen Osten ziehen lassen. Lob und Kritik, alles bitte per Mail an streitkraefte@ndr.de Interview mit Moritz Brake, Experte für maritime Sicherheit: https://www.ndr.de/nachrichten/info/brake-strasse-von-hormus-ist-fuer-iran-geopolitisches-faustpfand,audio-450982.html Podcast-Tipp: Berlin Code https://www.ardsounds.de/sendung/berlin-code-mit-linda-zervakis/urn:ard:show:7d6b2a6353d8a1a6/ Alle Folgen von “Streitkräfte und Strategien”: https://www.ndr.de/nachrichten/info/podcast2998.html",
ORF News,22.03.2026,Volksabstimmung als Wagnis für Meloni,https://orf.at/stories/3424090/,"Am Sonntag und Montag sind die Menschen in Italien aufgerufen, über eine Verfassungsreform abzustimmen, die das Justizsystem des Landes tiefgreifend ändern könnte. Befürworter sehen darin eine Befreiung der Justiz von politischen Einflüssen, die Gegner der Reform bangen hingegen um die Unabhängigkeit der Justiz. Premierministerin Giorgia Meloni machte sich für die Reform stark, eine Niederlage wäre ein schwerer Rückschlag.",
NDR Podcast,20.01.2026,Sprengt Trump die NATO? (mit Kilian Neuwert),"https://www.ndr.de/nachrichten/info/sprengt-trump-die-nato-mit-kilian-neuwert,audio-392188.html","Genau ein Jahr ist Donald Trump zum zweiten Mal im Amt. Unter seiner Ägide ist das transatlantische Verhältnis so schlecht wie nie. Zuletzt hat der US-Präsident die Verbündeten mit seinem Anspruch auf Grönland und neuen Zolldrohungen gegen sich aufgebracht. Ist die NATO damit tot - oder kann man ihr neues Leben einhauchen? Die jüngsten Entwicklungen beleuchten im Podcast Host Kai Küstner und Stefan Niemann. Sie erklären, wie der US-Präsident seine Ansprüche rechtfertigt. Sie analysieren, welche Motive ihn antreiben und welche Rolle persönliche Be- und Empfindlichkeiten spielen. Außerdem fasst Stefan die auf Trumps Alleingänge folgenden Reaktionen der Europäer zusammen, die sich in ihrem Vorgehen allerdings alles andere als einig sind. Während sich der Westen streitet, terrorisiert Russlands Machthaber Putin weiter die Ukraine, vor allem mit Angriffen auf die Energie-Infrastruktur - mitten im eisigen Winter. Trotzdem will Trump Putins Russland in den neu geschaffenen Friedensrat für Gaza aufnehmen, der auch weitere Konflikte entschärfen und den Vereinten Nationen Konkurrenz machen soll. Im Schwerpunkt dieser Ausgabe spricht Kai Küstner mit dem BR-Kollegen Kilian Neuwert über den neuen Wehrdienst. In den vergangenen Tagen hat die Bundeswehr die ersten Briefe an diejenigen verschickt, die in diesem Jahr schon 18 geworden sind oder es noch werden. Kilian erklärt das Prozedere und wie die Bundeswehr versucht, junge Menschen anzuwerben. ""Ich gehe so weit, zu sagen, sie ist einfach insgesamt inzwischen viel präsenter in der Öffentlichkeit."" Ein junger Mann, Nils, ist zur Bundeswehr gegangen, hat sich nach der Ausbildungszeit aber für einen anderen Weg entschieden. Kilian hat mit ihm über seine Erfahrungen gesprochen. Genau so wie mit Kritikern des Wehrdienstes und der Bundeswehr im Allgemeinen. Lob und Kritik, alles bitte per Mail an streitkraefte@ndr.de Wie soll Europa auf Trumps Grönland-Drohungen reagieren? https://edition.cnn.com/2026/01/20/politics/nato-tactics-trump-greenland-analysis Podcast-Tipp: Weltspiegel Podcast “Trumps neue Welt Grönland im Visier” https://www.ardaudiothek.de/episode/urn:ard:episode:5d352dcdfaca6f0b/ Podcast-Serie von BR24, die sich dem Thema Wehrdienst widmet: https://www.ardaudiothek.de/sendung/urn:ard:show:e7bcaf8eea1771e3/ Alle Folgen von “Streitkräfte und Strategien” https://www.ndr.de/nachrichten/info/podcast2998.html",
ORF News,23.03.2026,Schlappe für Frankreichs Rechtspopulisten,https://orf.at/stories/3424656/,Die rechtspopulistische Partei Rassemblement National (RN) von Marine Le Pen hat bei den französischen Kommunalwahlen am Sonntag einen Rückschlag hinnehmen müssen. Aber auch die Linkspopulisten erlitten Rückschläge. Die Urnengänge galten als Stimmungsbarometer für die Präsidentschaftswahl im kommenden Jahr. Bei dieser liegt der RN in Umfragen aktuell klar voran.,
NDR Podcast,16.01.2026,"Sexismus, Drogen, Hitlergruß - Skandal bei Fallschirmjägern (mit Peter Carstens)","https://www.ndr.de/nachrichten/info/sexismus-drogen-hitlergruss-skandal-bei-fallschirmjaegern-mit-peter-carstens,audio-388770.html","Sexuelle Übergriffe, Drogenmissbrauch, rechtsextremistische Verhaltensweisen - diese Vorfälle hat es bei den Fallschirmjägern in Zweibrücken in den vergangenen Jahren gegeben. Peter Carstens von der Frankfurter Allgemeinen Zeitung hat sich mit dem die Bundeswehr erschütternden Skandal beschäftigt und spricht mit Host Anna Engelke über seine Recherchen. Der Journalist erklärt die Hintergründe, wie die Vorfälle bekannt wurden und warum sie ausgerechnet bei den Fallschirmjägern vorkommen. Anna und Peter Carstens gucken auch auf die politische Ebene, auf die Rolle von Bundesverteidigungsminister Boris Pistorius und von Generalleutnant Christian Freuding, der aus Sicht von Carstens der richtige Mann ist, um die Verfehlungen in den Griff zu bekommen. Außerdem schätzt er ein, welche Auswirkungen die Vorfälle für das Image der Bundeswehr haben, die sich um Nachwuchs bemüht. Im Fokus der Weltpolitik standen in dieser Woche Grönland und das Verhältnis der NATO-Verbündeten - die USA auf der einen und die Europäer auf der anderen Seite. Dass US-Präsident Trump vor die Wahl zwischen der Insel und der NATO gestellt, dem Bündnis die Treue hält, ist aus Sicht von Co-Host Kai Küstner nicht sicher. Er blickt auf ein Treffen in Washington, bei dem immerhin ein Eklat ausblieb. Unstimmigkeiten zwischen Dänemark/Grönland und den USA bestehen aber weiterhin. Nun soll eine Arbeitsgruppe Kompromisse ausloten. Außerdem berichtet Kai über die Signale, die von einer Mission der Europäer auf Grönland an die USA ausgehen. In der Ukraine greift Russland derweil weiter Großstädte an - mit spürbaren Folgen für die Zivilbevölkerung bei eiskalten Temperaturen. US-Präsident Trump bezichtigt dennoch erneut die Ukraine, einem Frieden im Weg zu stehen. Kai schaut außerdem auf die Lage an der Front und erklärt, was hinter dem Streit zwischen Ukraines Präsident Selenskij und dem Bürgermeister von Kiew, Vitali Klitschko, steckt. Lob und Kritik, alles bitte per Mail an streitkraefte@ndr.de Wie präsent ist Russland rund um Grönland? https://www.tagesschau.de/ausland/europa/russland-interessen-arktis-100.html Alle Folgen von “Streitkräfte und Strategien” https://www.ndr.de/nachrichten/info/podcast2998.html Podcast-Tipp: Synapsen: Infektsaison - Was ihr schon immer über Erkältung wissen wolltet https://www.ardaudiothek.de/episode/urn:ard:episode:5398e819da186a9b/",
ORF News,24.03.2026,Frederiksen hofft auf Grönland-Effekt,https://orf.at/stories/3424411/,"Dänemark wählt am Dienstag ein neues Parlament. Ministerpräsidentin Mette Frederiksen von den Sozialdemokraten hatte die Wahl vorgezogen, in der Hoffnung aufgrund der Debatte um die Grönland-Ambitionen von US-Präsident Donald Trump besser abzuschneiden. Ihre Partei liegt in Umfragen zwar klar vorne, muss aber mit großen Verlusten rechnen. Auch die aktuelle Regierung scheint von einer absoluten Mehrheit weit entfernt.",
NDR Podcast,13.01.2026,Neue Weltordnung: Europa zu schwach? (mit Nico Lange),"https://www.ndr.de/nachrichten/info/neue-weltordnung-europa-zu-schwach-mit-nico-lange,audio-385140.html","Venezuela, Grönland, Iran, dazu der andauernde russische Angriffskrieg gegen die Ukraine – es ist viel geschehen in den ersten Tagen des neuen Jahres. Die bisherige Weltordnung verändert sich. Wo bleibt da Europa? Und was muss es tun, um nicht als schwach dazustehen? Darüber spricht Host Kai Küstner mit Nico Lange. Der Politikberater plädiert für ein selbstbewusstes Europa. „Wenn man in dieser Welt erfolgreich sein will, muss man stark sein, man muss wissen, was man will.“ Herumzujammern bringe die Europäer nicht weiter. Lange fordert, den Ansprüchen von US-Präsident Trump auf Grönland gelassen, aber entschieden entgegenzutreten – und betont, die Europäer müssten Dänemark zur Seite stehen. Der Sicherheitsexperte schaut im Interview auch auf die Ukraine. Hier müssten die Europäer Putin zum Frieden drängen. Sie müssten „handeln und nicht nur mit den Fakten umgehen, die andere schaffen.“ Und sie müssten „schneller das Richtige“ tun. Was die europäische Sicherheit betrifft, so fordert Nico Lange, sich strategisch handlungsfähig zu machen, z.B. auf dem Gebiet der Satellitentechnik, und nicht einfach nur Haushaltsmittel abfließen zu lassen. Die Lage an der Front in der Ukraine bewertet Lange so: Putins Offensiven im vergangenen Jahr seien gescheitert. Dennoch führe Russlands Machthaber den Krieg auch 2026 weiter. Inzwischen dauert Russlands Krieg gegen die Ukraine länger als der Kampf der Sowjetunion gegen Deutschland im Zweiten Weltkrieg. Stefan Niemann schildert, wie unterschiedlich die Zwischenbilanz des russischen Angriffskrieges in Moskau und Kiew bewertet wird. Während Wolodymyr Selenskyj spottet, Russlands Truppen würden “nach vier Jahren immer noch versuchen, denselben Donbass zu erobern”, sucht Putins Propaganda das eigene Volk und die Welt davon zu überzeugen, Russlands Sieg sei unausweichlich. Die Angreifer konzentrieren sich im vierten Kriegswinter auf die Zerstörung der ukrainischen Infrastruktur: Heizkraftwerke, Stromnetze, Wasserversorgung. Die Ukraine greift weiterhin Russlands Energiesektor und Waffenfabriken an. Auf beiden Seiten werden neuentwickelte Waffensysteme eingesetzt – der Krieg macht keine Pause. Lob und Kritik, alles bitte per Mail an streitkraefte@ndr.de Interview mit Nico Lange: https://www.ndr.de/nachrichten/audio-385048.html Trump-Drohungen gegenüber Grönland: https://www.tagesschau.de/ausland/amerika/wadephul-usa-besuch-analyse-100.html Alle Folgen von “Streitkräfte und Strategien” https://www.ndr.de/nachrichten/info/podcast2998.html Podcast-Tipp: 11KM – Wettrüsten im Weltraum: Wer beherrscht das All? https://www.ardaudiothek.de/episode/urn:ard:episode:b429bdd5536c1ab8/",
ORF News,25.03.2026,Dänen strafen Regierung ab,https://orf.at/stories/3424885/,"Die Sozialdemokraten der dänischen Ministerpräsidentin Mette Frederiksen haben bei der Parlamentswahl am Dienstag das schlechteste Ergebnis seit über einem Jahrhundert eingefahren. Der Plan, vom Streit mit den USA wegen Grönlands zu profitieren, ging nicht auf. Stattdessen wurde Frederiksens Regierung abgestraft. Trotzdem will Frederiksen – ihre Partei ist weiter knapp Nummer eins – erneut Regierungschefin werden. Ein Machtpoker steht bevor.",
NDR Podcast,24.03.2026,Trumps Schlinger-Kurs im Nahen Osten (mit Julia Weigelt),"https://www.ndr.de/nachrichten/info/trumps-schlinger-kurs-im-nahen-osten-mit-julia-weigelt,audio-454346.html","Wieder verkündet US-Präsident Trump, dass der Krieg im Nahen Osten bald Geschichte sein könnte. Bei den Verhandlungen mit dem Regime in Teheran gebe es wesentliche Übereinstimmungen, man stehe möglicherweise kurz vor einem Deal. Der Iran hat direkte Gespräche dementiert. Und auch Netanjahu und seine Generäle stellen klar, dass seitens Israel noch kein Ende in Sicht sei: Weitere Länder sollen sich dem Kampf gegen den Iran anschließen, der Erzfeind sei noch nicht geschwächt genug. In der heutigen Folge beleuchten Kai Küstner und Stefan Niemann den oft widersprüchlichen Kurs des US-Präsidenten in Nahost. Der zum einen den Ölpreis und die Börsen beruhigen muss - zum anderen aber gegenüber dem Iran nicht schwach erscheinen will. Für beide ist klar: Der Krieg im Nahen Osten verliert bis dato nicht an Intensität. Nicht nur der ukrainische Präsident Selenskyj fürchtet, dass der Krieg Russlands gegen die Ukraine mit dem US-Fokus auf Nahost in Vergessenheit geraten könnte. Auch im fünften Kriegsjahr bereite man sich auf eine russische Frühjahrsoffensive vor, so Selenskyj. Er hat außerdem in seiner jüngsten Videoansprache davor gewarnt, dass Putin den Iran weiterhin mit Geheimdienstinformationen unterstütze und spricht von ""destruktiven Aktivitäten"", die zu weiterer Destabilisierung führen können. Im Schwerpunkt dieser Ausgabe spricht Kai Küstner mit der Journalistin Julia Weigelt. Sie beleuchtet, wie politische Entscheidungen entstehen können - vor allem solche, die undurchsichtig wirken und für Fragezeichen sorgen. Insbesondere bei Trump sieht Julia die Neigung zu einer emotionalen Herangehensweise und begründet das auch mit seiner Familiengeschichte. Eine Reise in die Psyche des US-amerikanischen Präsidenten, anlässlich seines Verhaltens auf der weltpolitischen Bühne. Lob und Kritik, alles bitte per Mail an streitkraefte@ndr.de Zum Scherpunkt: Interview mit Mary Trump: https://www.tagesschau.de/ausland/mary-trump-interview-101.html SMS von Mark Rutte an Donald Trump vor NATO-Gipfel 2025: https://www.tagesschau.de/ausland/amerika/trump-rutte-102.html Alle Folgen von “Streitkräfte und Strategien” https://www.ndr.de/nachrichten/info/podcast2998.html",
ORF News,26.03.2026,Zweite Anhörung von Maduro,https://orf.at/stories/3424833/,"In New York ist am Donnerstag eine weitere Anhörung des von den USA entführten und inhaftierten autoritären venezolanischen Staatschefs Nicolas Maduro anberaumt. Die USA unter Präsident Donald Trump werfen Maduro unter anderem Drogenhandel und -terrorismus, die Verschwörung zur Einfuhr von Kokain in die USA sowie den illegalen Besitz von Maschinengewehren und Sprengkörpern vor.",
NDR Podcast,09.01.2026,Trumps grenzenlose Gier (mit Stefanie Babst),"https://www.ndr.de/nachrichten/info/trumps-grenzenlose-gier-mit-stefanie-babst,audio-381742.html","Die USA müssten Grönland besitzen. Sagt US-Präsident Trump und erntet für seinen Anspruch auf die Insel viel Kritik. Die amerikanische Forderung gegenüber Grönland nennt Stefanie Babst „ein wirklich fundamentales Problem für die NATO.“ Im Gespräch mit Host Stefan Niemann spricht die ehemalige leitende NATO-Mitarbeiterin und Sicherheitsexpertin über die Stimmungslage im Bündnis und was passieren würde – oder auch nicht – wenn ein Mitgliedsland einen Bündnispartner angreifen würde. Babst erklärt, warum sie nicht glaubt, dass die USA das Bündnis verlassen werden. Bei den US-Forderungen nach Grönland geht es Trump aus ihrer Sicht nicht um die arktische Sicherheit. Sondern wahrscheinlich auch darum, sich zum 250. Jahrestag der USA im Juli ein „Geschenk“ zu machen und als größter Präsident in die US-amerikanische Geschichte einzugehen. Stefan spricht mit der Politologin über die Zukunft der Ukraine, über die Ergebnisse des Treffens der Koalition der Willigen in Paris und einen möglichen deutschen Beitrag zu Sicherheitsgarantien für die Ukraine. Was die in diesem Zusammenhang von Franzosen und Briten eingebrachten Pläne wert sind, beleuchtet Kai Küstner. In der Ukraine setzt Russland seinen Zermürbungs-Terror aus der Luft weiter fort. Und hat dabei nach eigenen Angaben zum zweiten Mal eine Oreschnik-Mittelstreckenrakete eingesetzt. Kai berichtet außerdem darüber, wie die USA weiter Stärke demonstrieren. Denn das US-Militär hat zwei Tanker beschlagnahmt. Dies sei ein klares Signal Richtung Venezuela, aber auch an Russland und China, so Kai. Lob und Kritik, alles bitte per Mail an streitkraefte@ndr.de Interview mit Stefanie Babst: https://www.ndr.de/nachrichten/info/audio-381724.html ARD Doku-Serie: Trump & us – Wie er unsere Welt verändert: https://1.ard.de/trumpandus?pd=sus Podcast Tipp: punktEU - Der Europa-Podcast: https://www.ardaudiothek.de/episode/urn:ard:episode:12775735b3eb1ddc/ Weltspiegel Extra: Podcast über Venezuela nach Maduro https://1.ard.de/Venezuela_nach_Maduro_WeltspiegelPodcast?cp=sus Alle Folgen von “Streitkräfte und Strategien”: https://www.ndr.de/nachrichten/info/podcast2998.html",
ORF News,27.03.2026,Schokohase als teures Vergnügen,https://orf.at/stories/3424713/,"Ärger über hohe Preise gibt es derzeit nicht nur an Tankstellen: Wer Schokohasen und -eier für Ostern besorgen will, muss mitunter tief in die Tasche greifen. Schon seit Wochen regt sich darüber Unmut, sind doch die Kakaopreise nach einer ungewöhnlichen Preisrallye derzeit wieder auf dem Niveau von 2023.",
NDR Podcast,06.01.2026,Amerikas neue Weltordnung (mit Herfried Münkler),"https://www.ndr.de/nachrichten/info/amerikas-neue-weltordnung-mit-herfried-muenkler,audio-378316.html","Die USA stürzen Venezuelas Präsidenten Maduro mit einem militärischen Spezialkommando – und Donald Trump erhebt Anspruch auf Grönland. Droht durch Amerikas immer aggressivere Außenpolitik eine neue Weltordnung nach dem Recht des Stärkeren? In der neuen Folge ""Streitkräfte und Strategien"" analysiert Astrid Corall zunächst die aktuelle Lage in Venezuela. Welche Rolle spielt nach dem Sturz Maduros die neue Übergangspräsidentin Delcy Rodríguez, und wie fallen nach der US-Militärintervention in Caracas die Reaktionen im UN-Sicherheitsrat aus? Stefan Niemann spricht im Interview mit Herfried Münkler über die schwindende Bedeutung des Völkerrechts, die imperialistische Außenpolitik des US-Präsidenten und die Ohnmacht der Europäer. Nach Ansicht des Politikwissenschaftlers hat sich das Völkerrecht zu einem System entwickelt, in dem Regelbruch belohnt und Regeltreue bestraft wird. Münkler hält es für durchaus wahrscheinlich, dass Trump nach Grönland greift. ""Es dürfte de facto auf das Ende der NATO hinauslaufen. Denn klar ist: Wenn er sich Grönland geholt hat, wird er wahrscheinlich zu dem Ergebnis kommen: Ohne Island geht das aber gar nicht. Und dann müssen sich die Europäer überlegen, wie sie reagieren."" Am Ende der Folge spricht Stefan Niemann an Tag 1413 des russischen Angriffskriegs gegen die Ukraine mit ARD-Korrespondent Florian Kellermann. Denn auch wenn der Krieg gerade aus den Schlagzeilen verschwunden ist - vor Ort ist er allgegenwärtig. Florian berichtet über die aktuelle Entwicklung an der Front, die Situation der Zivilbevölkerung im vierten Kriegswinter und über personelle Veränderungen im ukrainischen Präsidialamt und Kabinett. Lob und Kritik, alles bitte per Mail an streitkraefte@ndr.de ""Donroe-Doktrin"": Wie Trumps neue aggressive Außenpolitik aussieht https://www.tagesschau.de/ausland/amerika/donroe-doktrin-100.html Europäer widersprechen Trump wegen Grönland https://www.tagesschau.de/ausland/amerika/europa-groenland-gehoert-groenlaendern-100.html Interview mit Herfried Münkler https://www.ndr.de/nachrichten/info/audio-378170.html Alle Folgen von ""Streitkräfte und Strategien"" https://www.ndr.de/nachrichten/info/podcast2998.html Podcast-Tipp: Raus aus der Depression https://1.ard.de/raus-aus-der-depression",
